,Date,Volume,Turnover,Open,High,Low,Close
17,108/05/27,"37,447,033","8,697,538,216",234.00,235.00,231.00,231.00
18,108/05/28,"99,322,033","22,910,765,567",232.00,232.00,230.50,230.50
19,108/05/29,"32,260,236","7,385,029,780",228.00,230.50,227.00,229.50
20,108/05/30,"40,375,328","9,292,745,636",230.00,231.50,229.00,231.00
21,108/05/31,"49,163,217","11,559,578,381",232.00,237.50,231.00,235.50
0,108/06/03,"36,687,092","8,651,389,851",235.50,238.50,232.00,238.00
1,108/06/04,"24,443,428","5,745,045,809",237.50,238.00,233.00,233.00
2,108/06/05,"35,901,584","8,461,930,934",238.00,238.00,234.00,235.00
3,108/06/06,"34,651,731","8,008,768,323",231.50,232.00,229.50,232.00
4,108/06/10,"35,521,888","8,442,986,620",237.50,240.00,234.50,240.00
5,108/06/11,"34,691,670","8,448,805,962",240.00,246.00,239.00,244.50
6,108/06/12,"30,409,556","7,469,805,086",244.50,247.50,243.00,246.00
7,108/06/13,"33,731,724","8,136,137,708",242.50,244.00,240.00,240.00
8,108/06/14,"35,403,556","8,396,819,832",238.50,239.50,236.00,236.00
9,108/06/17,"51,692,012","12,043,369,475",231.50,235.00,230.50,233.00
10,108/06/18,"28,798,087","6,758,454,612",234.00,235.50,233.00,235.50
11,108/06/19,"50,234,372","12,181,979,568",242.50,244.00,240.50,244.00
12,108/06/20,"39,717,291","9,697,726,719",242.00,245.50,241.00,245.00
13,108/06/21,"62,136,304","15,398,139,830",248.00,248.50,246.00,248.50
14,108/06/24,"43,460,507","10,476,936,660",241.00,242.00,240.00,241.00
15,108/06/25,"29,735,283","7,118,002,390",241.00,241.50,237.00,238.50
16,108/06/26,"28,770,041","6,757,991,717",235.00,236.50,234.00,234.50
17,108/06/27,"42,007,834","10,063,332,494",236.00,241.50,236.00,240.50
18,108/06/28,"28,085,212","6,715,488,371",241.50,241.50,238.00,239.00
0,108/07/01,"66,370,875","16,445,222,750",245.50,250.00,245.00,248.50
1,108/07/02,"26,832,202","6,671,951,743",249.50,250.00,247.50,249.00
2,108/07/03,"29,549,774","7,190,777,082",244.00,245.00,242.00,242.50
3,108/07/04,"18,691,240","4,561,556,160",244.50,245.00,242.50,244.00
4,108/07/05,"27,317,074","6,624,379,927",244.50,245.00,241.50,243.00
5,108/07/08,"29,190,909","7,057,462,187",240.00,244.50,240.00,242.50
6,108/07/09,"16,538,987","3,998,096,596",241.50,243.00,240.50,242.00
7,108/07/10,"23,812,131","5,839,691,357",243.00,247.00,243.00,247.00
8,108/07/11,"31,296,289","7,809,358,257",250.00,250.00,247.50,250.00
9,108/07/12,"23,868,432","5,984,689,000",252.00,252.00,249.50,250.50
10,108/07/15,"34,264,300","8,663,129,910",251.00,254.50,249.50,254.50
11,108/07/16,"26,141,249","6,678,755,679",254.00,256.50,253.50,256.00
12,108/07/17,"34,346,648","8,686,815,824",254.00,254.00,251.00,252.00
13,108/07/18,"20,908,575","5,300,082,470",252.00,254.50,251.50,254.00
14,108/07/19,"59,879,798","15,573,278,932",259.50,261.00,259.00,259.00
15,108/07/22,"31,863,639","8,385,222,407",263.00,264.00,262.00,264.00
16,108/07/23,"29,273,223","7,734,089,131",265.50,266.50,262.50,264.00
17,108/07/24,"24,511,039","6,484,708,226",266.50,266.50,263.00,265.00
18,108/07/25,"30,698,545","8,091,922,380",264.00,265.00,261.50,265.00
19,108/07/26,"20,768,071","5,434,082,968",261.00,262.50,261.00,261.00
20,108/07/29,"18,473,320","4,822,762,518",260.00,262.00,259.50,261.00
21,108/07/30,"22,895,612","5,975,389,270",262.50,263.00,260.00,260.00
22,108/07/31,"36,365,601","9,413,416,604",260.00,260.00,257.00,259.50
0,108/08/01,"30,107,526","7,722,031,382",257.50,257.50,255.50,256.50
1,108/08/02,"54,165,644","13,627,068,452",252.00,253.50,250.50,251.50
2,108/08/05,"52,835,721","13,092,403,583",251.00,252.00,245.50,246.50
3,108/08/06,"58,916,879","14,440,787,992",240.00,250.00,240.00,248.50
4,108/08/07,"29,435,460","7,305,272,500",250.00,250.50,246.50,248.00
5,108/08/08,"30,140,266","7,599,200,564",248.00,254.00,248.00,253.50
6,108/08/12,"24,732,603","6,242,935,989",254.50,254.50,251.00,251.00
7,108/08/13,"25,045,107","6,204,239,476",249.00,249.50,246.50,246.50
8,108/08/14,"36,336,703","9,142,333,535",252.50,254.00,249.50,249.50
9,108/08/15,"28,277,412","6,994,442,633",247.00,248.50,246.00,248.00
10,108/08/16,"25,696,715","6,420,744,887",249.50,252.00,248.00,250.00
11,108/08/19,"25,098,514","6,326,683,127",251.50,253.00,250.50,252.00
12,108/08/20,"20,620,494","5,233,263,533",254.00,254.50,252.50,254.50
13,108/08/21,"20,269,296","5,152,545,480",254.50,255.00,253.00,254.50
14,108/08/22,"22,136,840","5,659,296,700",257.00,257.50,254.00,254.00
15,108/08/23,"14,772,877","3,748,071,178",253.50,254.50,253.00,254.00
16,108/08/26,"31,740,620","7,910,873,500",249.00,250.50,248.50,248.50
17,108/08/27,"53,664,951","13,410,582,151",250.50,251.00,248.50,250.00
18,108/08/28,"15,280,882","3,852,096,070",250.50,253.00,250.50,252.00
19,108/08/29,"20,085,767","5,078,703,588",253.00,254.00,251.00,254.00
20,108/08/30,"35,299,201","9,092,482,858",256.50,259.00,256.00,259.00
0,108/09/02,"14,776,854","3,800,453,292",258.00,258.00,256.00,257.50
1,108/09/03,"26,086,495","6,642,868,555",256.50,258.00,253.00,254.00
2,108/09/04,"23,697,733","6,081,456,520",254.00,258.00,254.00,257.50
3,108/09/05,"49,041,728","12,869,665,251",263.00,263.00,260.50,263.00
4,108/09/06,"26,609,515","7,016,868,801",265.00,265.00,263.00,263.50
5,108/09/09,"17,317,833","4,585,545,966",265.50,266.00,263.50,265.00
6,108/09/10,"30,019,866","7,862,297,242",263.50,264.00,260.50,261.50
7,108/09/11,"36,266,015","9,508,884,445",264.00,264.50,260.50,263.00
8,108/09/12,"38,792,293","10,198,483,555",265.00,265.00,261.50,262.50
9,108/09/16,"38,913,966","10,258,240,252",262.00,265.50,261.50,265.50
10,108/09/17,"30,069,844","7,979,032,930",266.50,266.50,264.50,265.00
11,108/09/18,"51,360,759","13,754,334,364",267.00,269.50,266.50,267.00
12,108/09/19,"27,165,567","7,216,457,755",268.00,268.00,264.00,265.00
13,108/09/20,"44,555,865","11,785,924,559",266.00,266.50,264.00,264.00
14,108/09/23,"14,220,208","3,749,146,092",264.00,264.00,263.00,264.00
15,108/09/24,"24,304,943","6,419,420,695",263.50,265.50,262.00,265.00
16,108/09/25,"23,244,163","6,144,037,875",262.50,266.00,262.00,266.00
17,108/09/26,"34,128,103","9,139,219,995",269.00,269.50,266.50,268.00
18,108/09/27,"44,242,817","12,021,629,536",271.50,272.50,271.00,272.00
0,108/10/01,"75,248,890","20,886,838,992",273.00,280.50,273.00,280.00
1,108/10/02,"30,572,953","8,553,297,334",280.00,281.00,279.00,279.50
2,108/10/03,"35,874,864","9,891,620,358",274.00,277.50,274.00,276.50
3,108/10/04,"35,814,613","9,924,872,301",279.50,280.00,275.00,276.50
4,108/10/07,"17,750,230","4,944,376,000",279.00,279.50,277.50,278.00
5,108/10/08,"39,868,551","11,341,522,526",283.50,286.50,282.50,286.50
6,108/10/09,"34,895,456","9,890,256,397",283.50,286.00,282.00,282.00
7,108/10/14,"53,403,517","15,508,059,122",291.50,291.50,288.50,290.00
8,108/10/15,"54,754,830","16,088,110,873",293.50,296.00,292.00,293.50
9,108/10/16,"42,917,144","12,670,374,493",298.00,298.00,293.50,296.50
10,108/10/17,"41,920,938","12,296,120,182",295.00,295.50,292.00,293.50
11,108/10/18,"45,460,984","13,299,843,176",293.00,295.50,291.00,293.00
12,108/10/21,"35,860,365","10,389,254,035",291.00,291.00,288.50,290.00
13,108/10/22,"26,525,020","7,767,636,380",292.50,294.00,291.50,294.00
14,108/10/23,"30,382,408","8,877,572,772",293.50,293.50,290.50,293.00
15,108/10/24,"29,040,827","8,488,069,650",294.50,294.50,291.00,293.00
16,108/10/25,"25,082,711","7,362,074,526",294.50,294.50,292.50,293.50
17,108/10/28,"20,216,561","5,958,714,595",295.00,295.50,294.00,294.50
18,108/10/29,"37,130,131","11,044,649,541",297.00,298.50,296.50,298.50
19,108/10/30,"32,370,342","9,646,551,600",298.50,299.50,296.50,299.50
20,108/10/31,"43,123,514","12,921,309,531",300.00,301.50,298.50,298.50
0,108/11/01,"30,216,678","8,998,151,212",299.50,299.50,296.50,299.00
1,108/11/04,"45,155,671","13,767,873,778",302.50,308.00,301.00,307.00
2,108/11/05,"32,253,184","9,965,563,625",307.50,310.50,307.00,310.50
3,108/11/06,"22,149,743","6,864,516,290",309.00,311.50,308.00,311.00
4,108/11/07,"28,453,659","8,769,417,841",310.00,310.00,306.50,309.00
5,108/11/08,"26,230,542","8,040,782,450",308.50,309.00,305.50,305.50
6,108/11/11,"35,285,583","10,660,082,266",305.00,305.00,300.00,301.00
7,108/11/12,"19,016,708","5,774,255,431",302.50,305.00,302.00,305.00
8,108/11/13,"18,422,438","5,583,245,970",303.00,304.00,301.50,304.00
9,108/11/14,"15,734,835","4,776,767,840",304.50,305.00,302.00,303.50
10,108/11/15,"29,038,445","8,891,701,115",305.50,307.50,304.50,307.00
11,108/11/18,"18,741,325","5,796,331,075",308.50,311.00,307.00,311.00
12,108/11/19,"33,096,197","10,365,611,120",312.50,315.00,311.00,315.00
13,108/11/20,"24,538,973","7,681,229,345",314.00,314.00,312.00,313.50
14,108/11/21,"30,163,833","9,329,845,096",309.50,311.00,307.00,311.00
15,108/11/22,"26,492,984","8,188,665,024",310.00,310.50,308.00,309.00
16,108/11/25,"19,855,177","6,133,713,443",310.50,310.50,307.00,307.00
17,108/11/26,"101,916,622","31,332,308,518",310.00,310.50,307.00,307.00
18,108/11/27,"18,527,648","5,732,316,828",307.50,311.50,307.50,311.00
19,108/11/28,"19,718,982","6,111,322,584",310.00,312.00,308.50,309.50
20,108/11/29,"32,423,561","9,922,872,967",309.00,309.50,305.00,305.00
0,108/12/02,"25,516,807","7,844,458,306",307.00,308.00,306.50,307.50
1,108/12/03,"27,686,319","8,472,595,177",305.00,307.00,305.00,307.00
2,108/12/04,"34,911,686","10,652,239,802",305.00,306.00,304.00,306.00
3,108/12/05,"39,349,842","12,240,671,524",309.00,312.00,309.00,312.00
4,108/12/06,"18,402,703","5,771,010,050",315.00,316.00,311.00,313.00
5,108/12/09,"23,556,081","7,433,484,496",314.00,316.50,314.00,316.00
6,108/12/10,"20,847,594","6,540,475,540",315.00,315.50,312.50,313.50
7,108/12/11,"34,329,148","10,866,410,212",314.00,319.00,313.00,319.00
8,108/12/12,"52,801,851","17,446,169,339",325.00,334.50,324.00,331.50
9,108/12/13,"60,843,939","20,697,194,061",340.00,343.00,338.00,339.00
10,108/12/16,"48,340,188","16,272,523,200",336.50,338.50,336.00,336.00
11,108/12/17,"41,428,458","14,153,896,438",335.00,345.00,335.00,345.00
12,108/12/18,"42,486,841","14,594,689,501",341.50,345.00,341.50,344.50
13,108/12/19,"55,667,012","18,774,880,620",340.00,342.00,335.00,335.00
14,108/12/20,"86,280,459","28,483,237,354",332.00,333.00,328.50,329.00
15,108/12/23,"26,911,340","8,923,609,754",329.50,334.00,329.50,334.00
16,108/12/24,"13,783,907","4,591,661,991",334.00,334.50,332.00,332.00
17,108/12/25,"12,262,954","4,075,131,136",332.00,334.50,331.00,333.00
18,108/12/26,"11,427,884","3,803,665,702",333.00,334.00,331.50,333.00
19,108/12/27,"16,677,806","5,624,251,712",335.00,338.00,335.00,338.00
20,108/12/30,"21,591,263","7,270,827,164",338.00,339.00,334.00,334.50
21,108/12/31,"22,950,517","7,614,538,961",331.00,333.50,331.00,331.00
0,109/01/02,"33,282,120","11,224,165,450",332.50,339.00,332.50,339.00
1,109/01/03,"42,023,268","14,295,651,580",344.00,345.00,335.50,339.50
2,109/01/06,"45,677,057","15,210,531,318",333.00,334.50,332.00,332.00
3,109/01/07,"51,746,181","17,053,282,011",332.50,333.00,326.50,329.50
4,109/01/08,"37,913,748","12,484,410,088",325.00,333.00,325.00,329.50
5,109/01/09,"32,397,504","10,890,847,940",335.00,337.50,333.50,337.50
6,109/01/10,"27,880,115","9,432,320,316",340.50,341.00,336.00,339.50
7,109/01/13,"30,663,332","10,455,852,739",342.00,342.00,339.00,341.50
8,109/01/14,"30,368,993","10,488,360,978",345.50,346.00,344.50,346.00
9,109/01/15,"54,575,274","18,590,754,206",345.00,345.00,337.50,340.00
10,109/01/16,"58,217,420","19,431,133,895",330.00,336.50,330.00,334.50
11,109/01/17,"53,908,097","17,977,119,406",334.00,335.50,332.00,333.00
12,109/01/20,"35,551,203","11,865,436,839",334.00,335.50,333.00,333.00
13,109/01/30,"126,820,049","40,734,449,874",326.00,326.00,316.50,316.50
14,109/01/31,"62,912,055","20,205,365,710",323.00,323.50,319.00,320.00
0,109/02/03,"59,711,849","18,782,694,826",315.00,316.50,312.00,315.00
1,109/02/04,"52,208,496","16,882,411,296",319.00,326.00,318.00,325.00
2,109/02/05,"36,601,453","11,985,817,083",329.00,329.50,324.50,327.50
3,109/02/06,"29,659,094","9,803,038,836",329.50,332.50,329.00,332.50
4,109/02/07,"30,055,327","9,869,903,253",330.00,330.50,326.00,328.00
5,109/02/10,"30,814,424","10,024,967,927",321.50,328.00,321.00,327.50
6,109/02/11,"29,062,935","9,629,938,182",330.50,332.50,330.00,331.50
7,109/02/12,"37,612,639","12,593,082,711",333.50,336.00,333.00,335.00
8,109/02/13,"23,217,021","7,805,299,096",338.00,338.00,335.00,335.00
9,109/02/14,"18,326,683","6,155,862,838",337.00,337.00,334.50,335.00
10,109/02/17,"16,145,079","5,354,339,726",331.50,333.00,330.50,331.50
11,109/02/18,"64,662,604","20,957,801,150",324.50,326.50,322.00,322.00
12,109/02/19,"48,856,218","15,881,609,046",322.50,327.00,322.00,326.50
13,109/02/20,"27,061,736","8,832,642,641",328.00,329.00,325.00,325.50
14,109/02/21,"22,974,534","7,463,007,621",325.50,326.50,323.00,325.00
15,109/02/24,"42,946,680","13,754,512,932",319.50,321.50,319.50,320.00
16,109/02/25,"38,674,011","12,425,785,349",320.00,323.50,317.50,322.00
17,109/02/26,"60,768,362","19,341,695,595",317.00,320.50,316.50,318.50
18,109/02/27,"62,401,927","19,756,146,876",319.00,320.00,315.00,316.00
0,109/03/02,"86,372,942","26,864,484,400",308.00,317.00,308.00,311.00
1,109/03/03,"55,169,411","17,534,766,696",318.50,320.00,316.00,317.50
2,109/03/04,"44,745,146","14,304,795,666",322.00,322.00,317.00,320.50
3,109/03/05,"38,223,525","12,392,618,100",325.00,326.00,323.00,323.00
4,109/03/06,"52,807,760","16,733,485,610",320.00,320.50,315.00,315.00
5,109/03/09,"88,633,277","27,236,002,054",307.50,310.00,305.50,305.50
6,109/03/10,"74,869,130","22,727,941,511",301.50,309.00,301.00,307.00
7,109/03/11,"64,923,710","19,913,151,529",309.00,310.50,302.00,302.00
8,109/03/12,"114,173,351","33,544,278,206",299.00,299.00,287.00,294.00
9,109/03/13,"151,268,148","42,448,997,546",275.00,294.00,272.50,290.00
10,109/03/16,"103,933,228","29,343,288,916",285.00,291.00,275.50,276.50
11,109/03/17,"122,409,651","32,936,712,540",265.00,276.50,265.00,268.00
12,109/03/18,"118,620,643","31,555,231,792",269.50,272.50,260.00,260.00
13,109/03/19,"160,811,697","39,559,889,553",252.00,253.00,235.50,248.00
14,109/03/20,"159,179,726","42,110,816,042",258.50,270.00,256.00,270.00
15,109/03/23,"76,963,709","19,851,467,203",257.00,262.50,252.00,255.00
16,109/03/24,"82,377,933","22,207,033,614",268.00,274.00,266.00,267.50
17,109/03/25,"80,514,199","22,368,633,590",276.50,280.00,274.00,277.00
18,109/03/26,"54,189,633","15,108,299,935",279.50,280.00,275.50,280.00
19,109/03/27,"69,320,306","19,324,060,590",284.00,286.00,273.00,273.00
20,109/03/30,"53,403,956","14,205,364,184",263.50,269.00,262.50,267.50
21,109/03/31,"53,901,923","14,712,557,472",273.00,274.00,269.50,274.00
0,109/04/01,"47,572,034","13,022,612,818",276.50,276.50,271.50,271.50
1,109/04/06,"59,712,754","16,324,198,154",273.00,275.50,270.00,275.50
2,109/04/07,"48,887,346","13,817,936,851",283.50,284.00,280.50,283.00
3,109/04/08,"38,698,826","11,016,972,354",285.00,285.50,283.00,285.00
4,109/04/09,"29,276,430","8,346,209,654",287.50,288.00,282.50,283.00
5,109/04/10,"28,206,858","7,894,277,586",280.00,282.00,279.00,279.50
6,109/04/13,"22,196,596","6,202,532,380",278.50,281.50,278.50,278.50
7,109/04/14,"50,196,688","14,268,689,661",281.00,285.50,280.00,285.00
8,109/04/15,"58,561,434","16,819,851,630",287.00,288.50,286.00,287.50
9,109/04/16,"48,257,280","13,813,721,932",283.00,288.50,283.00,286.50
10,109/04/17,"117,447,201","35,719,172,728",303.50,308.50,300.50,306.50
11,109/04/20,"44,586,860","13,605,802,989",308.00,309.00,302.50,304.00
12,109/04/21,"61,949,357","18,417,786,171",300.50,301.50,293.50,295.00
13,109/04/22,"43,568,580","12,746,170,556",294.50,295.00,290.50,294.00
14,109/04/23,"39,977,278","11,864,085,990",300.00,300.00,294.00,295.50
15,109/04/24,"26,465,090","7,799,075,756",295.50,297.00,294.00,294.00
16,109/04/27,"38,493,406","11,461,378,300",298.00,298.50,296.00,298.00
17,109/04/28,"37,621,165","11,134,919,970",298.50,298.50,294.50,296.50
18,109/04/29,"46,253,301","13,861,245,296",299.00,301.50,298.00,299.00
19,109/04/30,"58,439,085","17,753,466,901",302.00,305.00,301.50,304.50
0,109/05/04,"72,252,861","21,341,931,218",294.50,296.50,294.00,295.00
1,109/05/05,"23,988,405","7,104,774,785",296.50,298.00,295.00,295.50
2,109/05/06,"35,704,479","10,524,838,077",294.50,296.00,292.50,296.00
3,109/05/07,"28,017,198","8,321,170,642",294.50,299.00,294.50,297.50
4,109/05/08,"35,613,893","10,619,091,212",300.00,300.00,296.00,297.50
5,109/05/11,"32,379,019","9,729,431,840",300.00,301.50,298.50,301.00
6,109/05/12,"52,494,788","15,553,012,596",297.50,298.50,295.00,295.00
7,109/05/13,"46,158,418","13,619,538,824",293.00,297.00,292.50,297.00
8,109/05/14,"34,480,948","10,119,787,160",293.00,295.00,292.50,293.00
9,109/05/15,"44,304,804","13,170,466,660",297.50,298.50,294.50,298.00
10,109/05/18,"96,872,065","28,216,346,996",291.00,293.50,290.00,290.00
11,109/05/19,"53,083,214","15,527,338,138",294.00,294.00,291.50,291.50
12,109/05/20,"36,789,994","10,772,280,152",293.00,294.00,291.00,294.00
13,109/05/21,"36,299,468","10,782,482,962",296.00,298.00,295.00,297.50
14,109/05/22,"41,138,923","12,025,339,565",294.50,295.00,291.00,292.00
15,109/05/25,"32,942,223","9,568,008,388",290.50,293.00,288.50,292.00
16,109/05/26,"35,817,481","10,609,868,646",295.00,297.50,293.50,295.50
17,109/05/27,"23,375,959","6,932,934,823",297.00,298.00,295.50,296.50
18,109/05/28,"32,395,568","9,575,118,830",298.50,298.50,293.00,294.00
19,109/05/29,"96,611,181","28,172,174,547",292.00,292.50,290.00,292.00
0,109/06/01,"37,936,214","11,205,227,094",294.00,296.50,293.50,295.50
1,109/06/02,"26,663,587","7,908,476,089",296.00,297.50,296.00,296.50
2,109/06/03,"67,894,337","20,354,971,677",300.00,301.00,298.00,301.00
3,109/06/04,"47,225,322","14,414,983,532",305.00,306.00,304.00,306.00
4,109/06/05,"44,077,262","13,655,618,646",308.50,312.00,308.00,311.50
5,109/06/08,"52,042,921","16,500,836,851",316.00,319.00,315.00,318.00
6,109/06/09,"37,068,082","11,746,874,522",316.50,319.00,314.00,319.00
7,109/06/10,"42,207,259","13,566,733,306",319.00,324.00,318.00,322.50
8,109/06/11,"50,612,255","16,340,456,218",325.50,327.00,318.50,320.50
9,109/06/12,"46,970,918","14,811,252,573",313.00,317.50,312.50,316.00
10,109/06/15,"51,032,404","15,955,585,136",316.00,317.50,308.50,309.50
11,109/06/16,"40,725,216","12,823,172,756",317.00,317.00,314.00,315.00
12,109/06/17,"34,692,968","10,922,017,056",316.50,317.00,313.50,315.00
13,109/06/18,"35,443,474","11,123,108,346",314.50,315.00,313.00,314.50
14,109/06/19,"48,130,280","15,102,300,186",314.00,314.50,312.00,314.50
15,109/06/22,"37,374,616","11,722,688,924",314.50,316.50,312.00,312.00
16,109/06/23,"41,300,084","12,981,121,544",316.00,316.50,312.50,315.00
17,109/06/24,"55,464,024","17,641,164,202",319.00,320.00,316.00,317.50
18,109/06/29,"56,672,892","17,695,228,688",314.00,315.00,310.00,312.00
19,109/06/30,"49,241,860","15,386,428,040",313.50,314.00,311.00,313.00
0,109/07/01,"29,685,342","9,400,765,756",315.00,318.00,314.00,317.50
1,109/07/02,"37,789,178","12,119,073,560",319.00,322.00,318.00,322.00
2,109/07/03,"55,656,987","18,280,314,743",327.00,330.50,326.50,329.50
3,109/07/06,"57,256,220","19,200,718,243",332.50,338.00,332.00,338.00
4,109/07/07,"59,046,323","20,143,258,406",343.50,346.00,338.00,338.50
5,109/07/08,"33,813,218","11,522,915,649",337.50,342.50,337.50,341.00
6,109/07/09,"37,410,376","12,912,747,970",346.00,347.00,343.00,345.00
7,109/07/10,"60,902,108","21,298,923,681",352.50,353.00,345.50,348.50
8,109/07/13,"49,459,523","17,425,372,488",351.00,354.50,350.50,354.50
9,109/07/14,"63,030,150","22,602,878,292",355.00,364.00,354.50,363.50
10,109/07/15,"75,105,362","27,486,789,803",366.00,370.00,361.00,363.00
11,109/07/16,"68,582,512","24,506,038,172",359.00,361.00,353.50,357.50
12,109/07/17,"66,403,485","24,244,495,853",361.00,369.00,360.00,367.00
13,109/07/20,"44,940,238","16,487,970,674",370.00,370.00,362.50,366.00
14,109/07/21,"64,440,128","24,491,627,162",372.50,387.00,371.50,383.00
15,109/07/22,"43,959,670","16,844,625,030",381.00,386.00,379.00,384.00
16,109/07/23,"45,397,282","17,302,637,512",382.00,383.00,379.00,381.50
17,109/07/24,"90,988,734","35,368,857,726",390.00,395.00,382.00,386.00
18,109/07/27,"103,315,640","43,637,877,952",420.50,424.50,416.50,424.50
19,109/07/28,"172,157,746","77,804,668,620",464.00,466.50,428.50,435.00
20,109/07/29,"88,641,166","37,649,278,004",428.00,431.50,419.50,422.00
21,109/07/30,"69,936,949","30,329,225,735",436.50,441.00,428.50,434.00
22,109/07/31,"50,484,674","21,567,922,126",426.00,432.00,425.50,425.50
0,109/08/03,"77,288,571","32,339,719,000",420.50,424.00,415.00,416.00
1,109/08/04,"41,697,445","17,600,499,460",421.50,425.50,418.50,425.50
2,109/08/05,"47,460,834","20,356,413,204",430.50,433.50,426.00,429.00
3,109/08/06,"43,443,627","18,877,761,758",437.50,438.00,431.00,435.00
4,109/08/07,"37,611,388","16,218,241,255",433.50,434.00,428.00,433.00
5,109/08/10,"36,067,500","15,674,843,876",427.50,437.50,427.50,435.50
6,109/08/11,"34,545,313","14,918,017,903",432.00,435.00,429.00,429.00
7,109/08/12,"53,980,474","22,721,731,886",422.00,423.50,419.00,419.00
8,109/08/13,"45,669,335","19,514,322,038",428.00,429.00,424.50,429.00
9,109/08/14,"24,259,947","10,332,447,763",424.00,428.00,423.00,427.00
10,109/08/17,"34,607,731","14,930,831,216",427.00,435.00,425.50,435.00
11,109/08/18,"45,504,160","19,824,413,320",440.00,440.50,432.00,433.00
12,109/08/19,"31,486,800","13,574,970,200",436.00,436.50,427.50,427.50
13,109/08/20,"75,155,235","31,353,886,930",427.00,427.50,401.00,415.00
14,109/08/21,"41,956,467","17,770,610,338",421.50,427.00,420.00,424.50
15,109/08/24,"49,199,406","21,139,093,710",427.50,434.50,425.00,428.00
16,109/08/25,"37,024,899","16,076,146,369",433.50,436.00,430.50,434.50
17,109/08/26,"41,406,340","18,169,230,108",435.50,442.00,435.00,442.00
18,109/08/27,"57,206,712","25,658,355,402",448.00,453.50,444.00,444.00
19,109/08/28,"57,039,210","24,868,453,700",440.00,440.50,431.00,435.00
20,109/08/31,"88,569,538","38,106,113,563",437.00,439.50,426.50,426.50
0,109/09/01,"50,129,577","21,681,382,412",430.00,435.00,428.00,435.00
1,109/09/02,"42,013,407","18,268,716,092",441.00,441.00,430.50,433.00
2,109/09/03,"40,683,617","17,768,951,582",439.50,439.50,433.50,436.00
3,109/09/04,"51,349,911","22,051,596,821",427.00,432.50,427.00,429.00
4,109/09/07,"39,854,584","17,060,627,028",428.00,432.50,425.00,426.00
5,109/09/08,"23,714,670","10,208,232,440",428.00,433.00,427.50,431.00
6,109/09/09,"40,727,362","17,312,991,408",425.00,428.00,423.00,427.00
7,109/09/10,"35,281,921","15,275,112,115",432.50,435.00,430.50,435.00
8,109/09/11,"34,893,469","15,171,902,036",435.50,436.50,432.50,436.50
9,109/09/14,"39,325,833","17,282,659,859",436.00,442.00,435.50,441.00
10,109/09/15,"39,661,449","17,608,049,536",440.50,447.00,439.50,445.00
11,109/09/16,"70,608,238","32,379,722,344",460.00,462.00,455.50,458.00
12,109/09/17,"44,420,506","20,006,793,320",453.00,455.00,446.50,448.50
13,109/09/18,"52,999,922","23,598,268,654",447.00,449.50,443.00,444.00
14,109/09/21,"40,193,920","17,842,486,882",443.50,450.00,440.00,440.00
15,109/09/22,"36,842,639","16,140,184,501",440.00,441.00,436.00,437.00
16,109/09/23,"47,426,963","20,592,831,368",436.00,438.50,432.00,433.50
17,109/09/24,"82,510,381","35,076,048,246",425.50,429.00,423.00,423.00
18,109/09/25,"41,263,269","17,522,224,043",427.00,428.00,421.00,424.00
19,109/09/28,"34,427,479","14,758,341,446",427.00,431.50,424.50,431.50
20,109/09/29,"42,730,502","18,419,905,574",432.50,435.00,428.00,431.00
21,109/09/30,"28,859,204","12,496,613,056",430.50,435.00,430.50,433.00
0,109/10/05,"33,238,832","14,450,407,588",438.00,438.00,431.50,432.50
1,109/10/06,"36,276,395","15,935,558,262",441.50,442.00,437.50,439.50
2,109/10/07,"44,691,239","19,693,987,093",435.00,445.00,435.00,443.00
3,109/10/08,"60,853,811","27,461,867,933",450.00,454.00,448.50,453.00
